"LARVALCATCHPER10M2" "year" "lat" "lon" "doy"
"1576" 398.81768 2005 55.28783 -164.32883 130
"1578" 26050.20914 2002 56.10117 -162.59151 137
"1579" 3025.57758 2002 55.52667 -163.5535 135
"1582" 541.93244 2012 56.61234 -171.0225 152
"1585" 0 1999 56.52433 -164.01601 107
"1586" 341.59581 1991 54.43333 -167.3833 107
"1587" 18.20615 1991 54.16667 -167.9333 108
"1590" 0 1991 54.86667 -169.4333 126
"1593" 173.94085 2009 54.76733 -167.78467 137
"1594" 14.25927 2012 56.64 -163.6268 141
"1595" 546.02792 2012 56.201 -163.1985 142
"1596" 276.34129 2014 56.875 -164.0467 129
"1598" 5.25945 2012 56.50483 -165.0017 140
"1599" 0 2012 56.626 -164.6202 140
"1600" 7566.77961 2014 57.5032 -167.3388 130
"1603" 0 2006 55.96833 -163.96033 136
"1604" 0 2006 55.7525 -162.76849 136
"1605" 1758.00785 2006 56.45833 -161.43601 137
"1606" 2182.0031 2006 57.039 -160.43517 138
"1608" 745.09826 2002 55.02883 -166.07016 136
"1609" 1126.02931 2006 56.82017 -160.21401 138
"1610" 67.74845 2006 56.60483 -159.99516 138
"1611" 1531.24765 2002 55.38467 -164.92867 136
"1612" 0 2012 57.00017 -162.4698 144
"1613" 7.84303 2012 56.88467 -162.8507 144
"1614" 26.288 2014 54.568 -166.5348 136
"1615" 22.96973 2014 55.1477 -165.6873 142
"1621" 0 2009 56.04367 -165.55533 135
"1622" 51.88403 2008 55.6205 -164.142 139
"1623" 110.03339 2008 56.54233 -163.02417 136
"1624" 0 2008 56.64317 -163.62784 136
"1625" 227.47477 2014 56.7058 -166.1967 149
"1634" 4.71331 2014 56.2085 -168.682 149
"1635" 16.60905 2014 55.8518 -169.7893 150
"1636" 11.09193 2014 55.9552 -170.381 150
"1637" 38.30705 2014 56.1893 -169.636 150
"1638" 2476.25495 2014 57.7683 -168.4642 130
"1639" 5.13501 2014 57.8352 -168.8827 131
"1640" 219.95895 2014 56.6675 -168.1492 150
"1641" 11.93181 2014 57.9272 -169.325 131
"1651" 0 2009 55.5285 -163.54916 134
"1652" 0 2008 56.57683 -161.01367 135
"1653" 8.90116 2008 54.9285 -165.47983 140
"1655" 0 1995 55.344 -166.87019 116
"1656" 17.20033 2009 56.96933 -169.91684 129
"1658" 0 2008 56.66183 -162.6245 135
"1659" 11.92568 2008 54.231 -166.7935 133
"1660" 4860.64325 2014 56.9895 -168.9562 153
"1661" 1748.87957 2014 56.8507 -170.2835 153
"1667" 6.93307 2010 54.4505 -167.00833 126
"1668" 0 2010 54.707 -165.272 128
"1669" 5.48814 2010 55.36467 -165.89317 128
"1673" 802.05796 2007 56.76817 -168.744 131
"1675" 6.50256 2010 54.89034 -167.42183 126
"1676" 64.13856 1994 53.88333 -167.4967 119
"1677" 33.79652 2007 55.6325 -169.58067 129
"1678" 76.97087 2007 56.26833 -171.17101 132
"1680" 4722.51259 1993 54.24333 -166.7117 119
"1685" 8.64995 2007 55.16667 -168.16634 137
"1686" 30.22611 2007 56.57267 -172.90834 135
"1687" 247.28733 1994 54.72333 -165.56329 118
"1688" 3613.6015 1993 55.10333 -167.6283 108
"1689" 3116.35183 1993 54.65 -168.1367 109
"1690" 2716.4333 1993 55.13667 -168.5818 109
"1691" 748.29782 1993 54.74 -168.72501 109
"1693" 1342.041 1993 54.28667 -167.0583 106
"1694" 8.17966 1993 54.825 -169.3183 111
"1695" 1955.4934 1993 54.79167 -167.94501 112
"1697" 173.45856 1994 54.56667 -166.63831 109
"1698" 4508.88527 2007 56.8505 -170.28517 133
"1699" 72.71102 2007 55.85017 -169.793 130
"1700" 0 2007 56.07367 -170.00934 131
"1701" 693.77015 1994 53.73 -168.265 110
"1702" 194.97309 1994 53.84667 -167.8833 110
"1703" 113.89569 2007 56.611 -171.01784 133
"1708" 0 2007 56.00917 -172.84866 135
"1709" 7.39011 2007 55.931 -171.31767 136
"1724" 218.1069 2003 54.46283 -165.00517 139
"1736" 955.40996 1995 54.92083 -168.65871 110
"1737" 90.73142 1995 55.03 -168.7675 110
"1738" 14.02261 1995 54.57117 -166.6273 111
"1739" 2099.90971 1995 54.41083 -165.1308 112
"1756" 14.69297 1997 56.76617 -164.3355 110
"1769" 0 2010 54.8255 -164.88716 129
"1770" 173.22044 1988 55.36667 -164.10001 102
"1773" 33.37375 2007 56.96583 -170.27651 116
"1774" 0 2007 57.03233 -170.04167 118
"1777" 10163.64872 1988 55.825 -162.4167 102
"1778" 749.57717 1988 54.5 -167.35001 107
"1779" 222.5651 1988 56.46333 -165.96671 111
"1780" 231.73431 1988 55.09167 -167.8167 112
"1781" 641.91698 1988 56.91667 -167.8833 114
"1782" 0 1991 55.33333 -164.23331 104
"1787" 37.21997 2014 55.6237 -164.1453 144
"1790" 0 2007 55.55583 -167.70383 131
"1791" 0 2007 57.90867 -169.06934 104
"1792" 0 2007 57.421 -166.80983 103
"1795" 21.79601 2012 54.2205 -166.7968 123
"1797" 191.26247 2014 58.087 -170.069 155
"1798" 1562.33173 2014 57.8498 -170.7982 155
"1800" 887.84608 2014 57.1212 -162.0702 147
"1802" 153.57756 2009 58.02417 -170.99001 180
"1803" 0 2010 55.24333 -166.27499 127
"1805" 10.28981 2014 55.169 -164.7068 143
"1806" 49.62501 2014 54.181 -167.154 141
"1810" 0 2006 53.37233 -168.72983 129
"1811" 0 2006 54.21983 -167.75867 130
"1812" 267.01072 2006 55.28783 -164.32716 135
"1813" 0 2008 55.47017 -167.95934 129
"1814" 0 2012 56.86067 -164.0747 128
"1820" 38.41291 2006 58.0015 -167.35133 129
"1821" 0 2006 58.57917 -171.34166 118
"1824" 0 2006 55.847 -164.38651 135
"1825" 0 2006 58.46733 -171.76016 118
"1826" 492.34321 2006 57.0015 -167.99634 174
"1827" 0 2012 54.41683 -165.1548 119
"1831" 0 2006 55.99983 -166.00017 173
"1833" 0 2006 58.4435 -171.06101 114
"1836" 15.23988 1995 55.305 -163.3402 134
"1841" 0 1995 57.06533 -165.05631 126
"1842" 203.77804 1995 56.46683 -166.96069 126
"1846" 23.47803 1995 55.66967 -167.6637 131
"1852" 0 1997 54.3715 -165.2843 115
"1857" 0 1993 54.12667 -167.23669 119
"1872" 0 1995 55.788 -167.30901 116
"1878" 323.47655 2003 56.57983 -161.01016 140
"1879" 433.0874 2003 56.225 -162.20334 142
"1880" 416.90799 2003 55.86666 -163.37167 143
"1883" 32.3729 1995 55.94333 -164.9572 118
"1884" 55.01141 1995 55.20733 -168.2058 108
"1885" 384.81804 1995 54.9155 -164.795 120
"1886" 953.14008 1995 54.95083 -164.98351 120
"1904" 0 2007 58.68283 -163.422 170
"1905" 0 2007 55.04317 -164.61084 173
"1906" 103.24009 2007 58.01833 -162.00684 162
"1907" 15.36806 2009 56.34483 -162.18134 158
"1913" 216.21984 2014 56.762 -163.2413 145
"1920" 0 1999 55.9255 -165.9362 106
"1921" 0 1999 55.80717 -166.317 106
"1923" 0 1991 55.93333 -164.3 106
"1924" 0 1991 55.78333 -165.98331 109
"1925" 0 1991 57 -171.8333 117
"1928" 49.92818 1988 55.45333 -168.06171 108
"1938" 45.63869 1988 55.63 -170.5833 115
"1943" 10.72446 2007 58.45717 -170.72034 119
"1945" 12.91645 2012 54.56517 -166.6318 124
"1947" 176.05623 2014 58.8275 -172.3052 157
"1948" 0 2007 57.797 -168.86684 104
"1950" 5.33477 2012 54.46567 -166.0392 124
"1951" 0 2012 55.81133 -166.3248 125
"1952" 1084.56473 2014 55.3037 -163.3367 144
"1954" 0 2014 55.053 -165.1058 142
"1955" 703.01063 2014 57.9288 -172.3443 156
"1973" 1066.94849 2014 57.7307 -171.1682 155
"1982" 0 2012 54.44683 -164.9885 119
"1983" 390.28989 2014 55.8647 -163.3723 144
"1988" 51.10692 2014 58.845 -171.348 157
"1990" 0 2006 58.39267 -171.0125 114
"1992" 14.71273 1995 55.38517 -164.9137 116
"1994" 97.18361 2014 56.064 -164.571 144
"1995" 1650.63513 2014 56.6818 -161.6327 146
"1999" 0 2006 58.16917 -172.37117 118
"2002" 4387.44387 1995 54.94717 -164.50079 134
"2009" 0 2006 58.4935 -169.995 112
"2011" 0 1995 56.94517 -165.4377 126
"2012" 13.86911 1995 56.22833 -167.7133 127
"2014" 24.04805 1995 56.72433 -165.2208 127
"2015" 160.15007 1995 55.92783 -165.9388 129
"2016" 352.17665 1995 56.04733 -165.5533 129
"2017" 0 1995 55.5875 -166.1093 131
"2019" 34.76815 1995 55.62633 -164.1472 132
"2028" 644.9063 1997 54.415 -165.15021 115
"2029" 131.17047 1995 54.659 -165.28799 112
"2033" 999.71187 1993 54.255 -166.28 119
"2034" 749.14688 1993 54.19667 -166.2433 119
"2035" 378.53968 1997 55.92233 -166.16034 126
"2036" 2224.68861 1993 54.66833 -167.19501 108
"2037" 2545.78269 1993 54.32667 -167.325 108
"2038" 1500.37522 1993 53.78167 -167.2917 109
"2039" 1677.85858 1993 54.205 -167.7067 109
"2040" 16.98328 1993 54.60333 -169.1167 111
"2041" 1475.69439 1993 54.77167 -167.78999 112
"2042" 1461.20708 1993 54.87667 -168.1333 112
"2043" 0 1995 55.46683 -166.48731 117
"2050" 103.34246 1999 54.57017 -166.1275 139
"2051" 0 1999 54.06033 -167.77431 137
"2052" 91.74149 1999 54.36833 -165.2758 139
"2053" 71.90665 1995 55.80367 -166.3165 117
"2054" 0 1995 56.8435 -164.83299 119
"2055" 0 1995 56.40617 -164.4053 119
"2061" 1011.25335 1995 54.54117 -167.58099 108
"2069" 166.19164 1997 53.60117 -169.0658 106
"2070" 140.32848 1995 54.10983 -167.1745 108
"2071" 45.68269 1995 54.44633 -167.0038 109
"2072" 0 1995 55.893 -167.87781 109
"2074" 362.86124 2003 55.64667 -163.16499 143
"2075" 536.93533 2003 55.76383 -162.75867 139
"2076" 91.91646 1997 55.44017 -168.07184 125
"2080" 49.08979 1997 56.06067 -166.33771 109
"2081" 5.6819 1997 55.9175 -166.17171 109
"2082" 0 1997 56.735 -163.8768 111
"2083" 722.46726 1997 56.86817 -169.9693 113
"2085" 0 2009 56.1225 -161.59033 132
"2086" 1568.69679 2014 57.5085 -170.9538 155
"2091" 5470.87919 1994 54.88 -165.04671 117
"2092" 99.10839 1994 53.87833 -167.4967 119
"2093" 0 1994 53.695 -167.3467 119
"2094" 27.24632 1993 54.91833 -166.46671 107
"2095" 0 1993 55.15 -166.6633 107
"2096" 1983.71341 1993 54.18667 -166.4733 120
"2097" 4220.23857 1993 54.86167 -168.37669 109
"2099" 111.58941 1993 54.48667 -169.4967 111
"2100" 3669.3576 2007 57.05033 -171.4605 134
"2102" 154.52492 2007 57.1065 -168.58316 133
"2103" 536.00713 1993 54.74667 -167.8783 112
"2104" 1541.75673 1993 54.85 -167.995 112
"2105" 2527.20728 1993 54.75 -168.2533 112
"2106" 5.78443 1997 56.8755 -164.05499 127
"2107" 349.85237 2010 55.62767 -164.14766 129
"2109" 1728.66512 1994 54.645 -168.15669 108
"2110" 504.32054 1994 54.17 -168.68671 108
"2118" 32.164 2007 55.61183 -170.53117 130
"2119" 254.4463 1994 53.66833 -168.4567 110
"2120" 331.25971 1994 54.10167 -167.14169 110
"2121" 1051.53458 1994 54.965 -168.15669 111
"2122" 209.9357 2007 56.3675 -171.74583 133
"2124" 7.90328 2007 56.032 -171.89667 136
"2134" 19.80451 2005 55.35183 -166.84633 140
"2135" 29.49724 2005 57.63367 -158.46733 133
"2141" 0 2010 55.76633 -168.24699 137
"2147" 2872.26812 2005 56.56233 -162.03799 135
"2158" 30294.53342 1988 55.07 -168.2533 91
"2162" 84.08245 2002 54.21133 -167.75 140
"2167" 13.1188 2002 53.7795 -167.32851 141
"2169" 73.47564 2007 56.04083 -166.98433 181
"2170" 0 2008 56.7673 -164.3398 127
"2180" 1752.48446 1993 54.70167 -166.2383 115
"2181" 12.89168 1999 54.92017 -165.43131 104
"2182" 0 1999 55.3865 -164.9207 106
"2183" 12.26163 1991 54.65 -166.8 107
"2184" 61.76783 2010 55.7625 -162.77184 131
"2188" 0 2010 54.56967 -166.62067 127
"2193" 130.57381 2012 57.0095 -167.9897 145
"2197" 6446.75013 1995 54.4135 -165.14017 141
"2200" 0 1991 56.25 -168 112
"2201" 42.3112 1991 56.3 -170.5667 114
"2202" 0 1991 56.35 -171.8833 115
"2203" 0 1991 56.7 -172.5 117
"2210" 15.25498 2010 56.30833 -169.27066 136
"2211" 31.86787 2010 56.20984 -168.68167 136
"2214" 0 2010 55.98517 -168.46266 136
"2217" 0 2012 55.909 -166.9095 137
"2218" 205.03625 2012 55.62733 -164.1465 140
"2220" 643.22989 2012 57.30017 -170.7275 151
"2221" 0 2012 55.49067 -165.509 138
"2222" 5.58173 2014 57.2593 -165.7518 130
"2223" 30.59894 2012 56.06767 -164.5722 140
"2224" 34977.3992 2002 56.32367 -162.80884 137
"2225" 26.25136 2002 54.65517 -168.16917 140
"2226" 0 2006 54.911 -166.45033 132
"2227" 0 2012 58.236 -168.7323 146
"2228" 4.50967 2012 58.42567 -169.9222 151
"2229" 0 2012 57.12083 -162.0682 144
"2230" 1158.90815 2012 56.52983 -169.484 149
"2234" 0 2006 58.5275 -173.49899 120
"2239" 46.62323 2009 56.63017 -170.0725 129
"2240" 0 2009 56.40867 -169.84816 129
"2242" 23.50634 2006 54.594 -165.67267 133
"2243" 137.16061 2005 58.48233 -168.56717 136
"2244" 7.85592 2012 56.58683 -166.5898 137
"2246" 221.97514 2006 54.53634 -168.54883 130
"2247" 5.97016 2006 53.39083 -168.44684 129
"2248" 290.28367 2006 56.35833 -160.798 138
"2249" 2535.08231 2014 57.1717 -171.09 154
"2252" 83.92815 2006 57.451 -168.00284 129
"2254" 42.93881 2006 56.62 -168.71066 129
"2255" 2.70915 2006 56.66516 -163.86316 106
"2256" 1129.62768 2002 55.62567 -164.14883 137
"2257" 12068.14395 2002 55.42267 -162.95767 134
"2258" 1208.44561 2002 55.60683 -165.13034 139
"2259" 130.90994 2006 54.23667 -166.81216 132
"2261" 41.2286 2014 56.2415 -166.739 148
"2262" 0 2014 56.2295 -167.7167 149
"2266" 0 2009 55.543 -162.55833 133
"2267" 2184.12614 2008 56.20317 -163.204 136
"2268" 0 2009 55.86117 -163.37183 133
"2269" 641.56702 2014 57.6517 -169.0227 130
"2270" 0 2014 56.3102 -169.2655 150
"2271" 0 1997 57.85584 -168.87717 128
"2276" 13.62943 2009 57.08967 -169.54134 129
"2277" 0 2009 55.71033 -165.72934 135
"2278" 143.42664 2009 57.28967 -170.72549 129
"2279" 5.69721 2008 55.1655 -164.711 139
"2280" 5.39608 2008 55.61133 -165.12183 140
"2281" 0 2009 56.18517 -164.19316 134
"2282" 946.43343 2008 55.98583 -162.983 136
"2283" 58.47101 2014 56.2915 -170.2152 152
"2284" 55.36758 1997 55.65633 -167.51767 132
"2298" 0 2008 54.46017 -165.01151 134
"2301" 14.90539 2006 57.47633 -169.3495 128
"2303" 47.99866 1995 55.06783 -164.1142 134
"2307" 0 1995 55.78883 -167.28529 128
"2309" 125.59939 1995 56.28467 -164.7887 130
"2310" 18.97549 1995 56.52283 -164.0177 130
"2311" 94.90819 1995 55.86117 -163.38049 132
"2315" 628.3496 2014 57.0165 -161.4623 146
"2333" 0 2006 58.28617 -173.9325 120
"2336" 0 1995 56.00783 -167.49519 116
"2337" 7.28883 1995 55.55417 -166.107 117
"2338" 6.32128 1995 56.1475 -166.15199 117
"2340" 23.21288 2006 58.225 -174.0445 120
"2342" 7.0256 2006 58.0575 -168.73016 127
"2351" 0 2006 56.36483 -168.8665 129
"2354" 128.43833 1997 55.37317 -168.1785 108
"2355" 139.93606 1995 54.94067 -164.9912 112
"2362" 0 1997 57.02117 -164.21449 111
"2365" 154.87769 2003 56.35633 -160.77533 140
"2368" 79.04497 2003 56.5985 -160.01067 140
"2369" 1300.1182 2003 56.68333 -161.62666 141
"2370" 729.95888 2003 56.803 -161.233 141
"2383" 24.83096 2003 55.18717 -163.72717 139
"2409" 17.18739 1988 56 -169.89999 115
"2417" 16209.98312 1988 54.96333 -167.7267 94
"2418" 24.77221 2012 54.5925 -166.1382 120
"2423" 0 2012 54.53483 -168.5437 121
"2424" 71.56402 2012 54.423 -167.9603 122
"2425" 82.52671 2012 53.77267 -167.339 122
"2431" 205.39696 2007 56.53317 -169.9475 117
"2432" 0 2007 58.95233 -170.41766 119
"2443" 482.26674 2014 55.5247 -163.5447 144
"2444" 0 2007 56.70933 -164.51083 130
"2456" 128.5768 2014 56.5208 -164.0212 144
"2457" 21.40679 2014 55.0297 -166.074 141
"2458" 536.55612 2014 57.612 -171.536 155
"2459" 951.54766 2014 56.4578 -161.4132 146
"2464" 14.00218 1995 55.12717 -166.66701 116
"2465" 0 2012 54.33117 -165.431 119
"2466" 0 2012 54.70783 -164.7898 119
"2467" 79.25775 2014 57.1033 -163.0693 147
"2469" 9.95978 2014 54.8252 -164.8882 142
"2472" 5.10689 2012 56.86033 -163.8515 141
"2473" 5.22125 2014 54.7492 -166.0593 128
"2475" 0 2010 56.10733 -168.08833 136
"2479" 267.07294 2012 57.32633 -168.8045 146
"2480" 5.60747 2014 56.9932 -165.1195 130
"2482" 0 2012 57.64633 -169.0193 146
"2488" 932.27541 2002 56.76433 -163.24483 137
"2490" 8.13812 2006 54.6815 -166.235 133
"2493" 47.31861 2012 56.04683 -165.5527 138
"2494" 1537.98991 2012 55.30567 -163.3412 140
"2495" 33.41328 2012 56.004 -161.9878 142
"2499" 131.61298 2002 55.94867 -164.9565 138
"2501" 0 2012 56.98033 -163.4605 144
"2506" 56.89498 2006 56.33933 -161.7935 137
"2507" 2989.40943 2005 57.55667 -169.65433 136
"2509" 182.31998 2014 56.4648 -166.9577 149
"2511" 143.33471 2002 55.25117 -166.27983 139
"2513" 0 2006 54.7885 -166.83116 132
"2514" 0 2009 55.38433 -164.91917 135
"2520" 95.59398 2014 58.0663 -168.7283 131
"2521" 0 1997 57.85733 -168.85384 128
"2522" 32.68886 1997 54.46667 -166.03349 131
"2525" 4403.3614 1995 54.835 -164.8842 134
"2530" 8.91905 1995 56.38583 -165.3893 128
"2533" 0 2008 54.3515 -166.41434 133
"2535" 13.064 2008 54.32767 -165.405 134
"2537" 0 2009 54.807 -165.86833 136
"2539" 19.37347 2014 56.3905 -170.8003 152
"2540" 96.01043 2014 56.6273 -170.0643 152
"2542" 710.72282 1995 55.7265 -164.7467 132
"2543" 97.70717 2008 55.469 -162.92867 136
"2548" 15086.40085 1993 54.25 -166.785 105
"2549" 0 1995 55.4035 -163.9362 114
"2553" 0 2009 55.50834 -164.53416 134
"2556" 3948.1074 1993 54.18333 -166.9467 105
"2559" 1327.96352 1993 54.91833 -168.1667 112
"2561" 0 2007 55.69167 -172.05034 136
"2567" 79.51521 1999 54.4705 -166.02679 139
"2568" 73.83255 1999 54.28167 -166.465 138
"2569" 185.44355 1995 55.82283 -165.3418 118
"2570" 38.43173 1995 55.7245 -164.74471 118
"2571" 72.31742 1995 55.84483 -164.36231 118
"2572" 0 1995 56.96133 -164.44971 119
"2573" 14.08352 1995 56.45467 -164.62669 120
"2575" 59.22979 2007 56.46917 -172.33417 134
"2578" 971.39163 2007 56.83033 -171.23883 134
"2579" 0 2007 54.76883 -167.7905 137
"2580" 5454.01434 1994 54.52667 -165.3983 118
"2584" 5.50996 2010 55.28383 -164.32233 129
"2585" 0 2010 55.06183 -164.12 129
"2586" 93.41415 2010 55.40767 -163.93584 129
"2587" 304.11092 2010 55.8495 -164.35916 130
"2588" 142.19143 2010 55.725 -164.74733 130
"2589" 385.94908 2010 55.52267 -163.54866 130
"2591" 0 2010 55.0065 -167.0385 126
"2594" 0 2007 56.21167 -168.68533 130
"2596" 0 2007 56.664 -173.51283 135
"2597" 6.7658 1994 53.54833 -167.61169 120
"2599" 207.03107 2005 55.88383 -162.388 131
"2600" 468.82601 2005 56.00683 -161.98383 131
"2607" 15742.12034 1988 54.52 -168.2217 92
"2608" 708.33001 1994 54.93667 -168.94501 107
"2609" 896.14484 1994 54.6 -169.1183 107
"2611" 5463.10694 1994 54.42167 -167.95171 108
"2612" 493.5526 1994 54.54167 -167.57671 108
"2613" 283.60896 1994 53.76167 -168.57671 110
"2615" 304.79616 2007 55.95 -170.38767 130
"2616" 313.95543 1994 54.71833 -165.28169 111
"2617" 657.38903 1994 54.88 -168.04671 111
"2623" 0 2012 57.019 -161.4517 143
"2631" 1874.466 2005 56.09017 -162.60167 135
"2632" 0 1999 55.36583 -165.88451 106
"2635" 0 2009 56.8635 -164.06084 120
"2636" 59.9674 2002 54.69183 -166.24266 136
"2641" 64.76641 2005 55.0725 -164.10234 131
"2642" 94.60021 2005 54.33667 -165.399 130
"2643" 151.02252 2005 55.04867 -165.09367 138
"2644" 140.03664 2005 55.24733 -166.27834 138
"2646" 7.78496 1999 55.16533 -164.7108 104
"2647" 74.0602 1999 56.7275 -163.87399 107
"2648" 0 1991 56.36667 -173.1833 117
"2659" 7.91199 2006 54.08583 -168.1295 129
"2660" 0 2009 57.66183 -168.99451 122
"2661" 0 2006 55.30183 -163.34117 135
"2662" 0 2010 56.66317 -163.86316 132
"2668" 366.87243 2012 56.68733 -167.1817 145
"2669" 5.55736 2005 54.807 -165.85933 139
"2671" 0 2008 55.88017 -166.42517 171
"2672" 0 2008 58.37467 -167.19583 173
"2673" 523.40178 2008 57.47217 -169.39549 178
"2674" 9.82787 2010 56.38883 -170.82584 134
"2675" 0 2010 55.54817 -168.04201 137
"2683" 196.7216 2012 56.52617 -164.0138 141
"2685" 0 2010 54.3695 -165.28067 128
"2686" 47.24665 1988 56.15167 -166.6667 111
"2690" 0 2010 56.87333 -164.0555 118
"2691" 0 2010 57.01667 -164.22067 118
"2692" 0 2010 55.04533 -165.09616 129
"2693" 0 2010 54.94517 -164.50183 129
"2695" 0 2007 58.13 -168.97 116
"2696" 0 2007 56.51333 -170.81166 116
"2697" 17.01988 2010 56.20217 -163.20233 131
"2701" 65.03989 2014 58.407 -170.8903 156
"2702" 656.73395 2014 58.4892 -172.434 157
"2703" 0 2014 56.2218 -160.7103 146
"2707" 321.52812 2014 58.1468 -172.5767 156
"2708" 582.67708 2014 57.0025 -162.4665 147
"2712" 0 2007 54.35433 -165.69083 101
"2713" 0 2010 55.02667 -166.06149 127
"2715" 0 2002 54.347 -166.40016 133
"2717" 22.13703 2014 56.2393 -161.202 146
"2722" 24.51572 2002 54.33333 -167.37984 140
"2723" 62.87135 2002 54.36767 -165.44284 133
"2725" 98.06355 2006 54.33667 -167.38817 131
"2728" 124.94131 2014 58.4232 -169.9317 156
"2729" 100.50673 2014 55.7243 -164.7528 143
"2730" 27.77376 2014 54.3685 -165.4435 141
"2735" 6.32776 2006 57.01467 -164.2285 107
"2738" 56.09105 2010 56.85233 -170.28799 134
"2741" 48.62215 2006 57.57917 -169.22333 128
"2743" 218.35463 2010 54.3525 -166.414 127
"2747" 0 2006 58.2655 -172.16884 118
"2748" 0 2006 56.00566 -168.99617 176
"2750" 165.41297 2002 54.2505 -165.82449 133
"2751" 135.50081 2002 54.8995 -167.4055 140
"2753" 37.63996 2006 53.65 -167.73317 129
"2759" 81.91004 2006 57.65317 -169.02234 108
"2760" 0 2006 58.139 -170.40567 113
"2762" 0 2006 58.33 -172.6635 119
"2767" 21352.19049 2002 56.18267 -164.1655 138
"2768" 0 2009 55.25217 -166.27184 136
"2772" 544.28209 2002 54.43717 -165.08817 134
"2773" 100.90996 2006 54.31816 -168.35266 130
"2774" 3101.57422 2002 55.95583 -163.97566 139
"2776" 0 2006 54.67767 -167.216 131
"2777" 65.49723 2006 54.45733 -167.006 131
"2778" 1182.09882 2006 56.6925 -160.65067 138
"2786" 266.28117 1995 54.43433 -167.9418 107
"2787" 2514.29404 1995 54.97567 -168.7068 110
"2801" 420.02183 2003 54.414 -165.14751 138
"2805" 8.39334 2003 54.9255 -165.4855 143
"2806" 0 2010 58.314 -169.06567 175
"2820" 53.17169 2014 57.0313 -172.3967 158
"2832" 1576.81656 1988 55.255 -163.3333 102
"2834" 1055.22301 1993 54.76667 -168.0267 112
"2835" 609.52557 1993 54.79667 -168.17 112
"2836" 193.04139 1997 54.352 -165.96651 115
"2837" 170.97985 1997 54.58267 -166.1333 115
"2838" 7.61439 1997 54.68967 -166.2392 115
"2839" 0 1995 55.07067 -164.5247 113
"2842" 7.57544 1994 53.73 -167.7867 120
"2848" 0 1995 55.56883 -167.0797 116
"2849" 77.12698 1995 55.70583 -165.7238 117
"2850" 244.70626 1999 54.26433 -166.46181 138
"2854" 6.46075 1994 55.42667 -167.4717 107
"2855" 640.80731 2005 55.76233 -162.77167 131
"2856" 32.14056 2005 54.56483 -166.62016 139
"2857" 15.14211 2005 55.2285 -167.226 140
"2863" 135.7577 1995 56.02133 -166.52879 117
"2864" 6.33855 1995 55.507 -164.532 118
"2865" 1142.56935 1995 54.92967 -164.9357 120
"2866" 488.81127 1995 54.54933 -167.5793 108
"2871" 32.16544 2007 55.83484 -170.73816 130
"2872" 414.29822 1994 54.48167 -166.0217 110
"2876" 1798.85167 2005 56.35983 -160.81751 132
"2877" 131.49996 2005 57.16134 -160.04016 133
"2884" 8830.99429 1988 54.73667 -168.41 91
"2885" 116.06588 1995 54.2125 -167.7442 107
"2886" 606.127 1997 56.69417 -169.7925 113
"2894" 1396.28365 2005 56.31967 -162.81067 135
"2895" 189.99133 2005 55.52567 -163.5535 136
"2899" 14.57797 1999 55.04617 -165.09219 104
"2901" 0 1999 55.74467 -163.75729 107
"2902" 0 1999 55.288 -164.323 104
"2903" 0 1999 55.52483 -163.5488 104
"2912" 234.31007 1991 56.23333 -169.2833 113
"2923" 81.26488 2012 56.027 -166.531 137
"2925" 477.71298 1988 56.26667 -169.26669 115
"2926" 27.85294 1988 56 -171.3 116
"2928" 78.95119 1991 55.05 -164.9167 104
"2929" 363.28816 2012 56.78783 -167.7707 145
"2930" 0 2014 55.0473 -165.1037 128
"2932" 171.97555 2012 55.506 -164.5313 139
"2933" 0 2012 53.88433 -167.9372 121
"2934" 14.11752 2012 54.9715 -168.9527 121
"2935" 83.11773 2014 56.9123 -164.8277 129
"2936" 735.38142 2012 56.43017 -168.8938 149
"2937" 7700.81742 2014 57.5242 -168.6183 130
"2940" 0 2012 53.98983 -167.5418 122
"2950" 538.00385 2006 54.835 -164.88867 134
"2954" 26.60097 2012 56.44117 -162.4132 142
"2955" 4.39931 2012 57.9265 -169.3272 147
"2957" 161.35048 1995 55.26583 -165.3037 116
"2958" 38.53265 1995 55.36733 -165.8947 116
"2959" 0 2009 55.82617 -165.33867 135
"2962" 183.83046 2014 56.5077 -164.9978 148
"2965" 0 2009 56.4085 -164.40849 133
"2966" 38.86229 2014 56.0268 -166.5288 148
"2967" 1337.60908 2014 56.9257 -166.4228 149
"2969" 69.30221 1995 55.2845 -164.32629 133
"2971" 0 2009 56.35933 -160.80417 131
"2973" 0 2009 55.28883 -164.32533 134
"2974" 1179.87968 2014 56.7708 -168.7347 151
"2975" 2338.43856 2014 56.6472 -169.0965 151
"2976" 5074.75243 2014 57.4258 -169.4003 154
"2982" 0 1995 56.82033 -165.82221 126
"2983" 0 1995 55.88967 -167.8772 127
"2984" 140.68251 1995 56.26733 -165.7683 128
"2985" 576.26844 1995 56.02817 -166.5312 128
"2991" 2109.91536 1995 55.38683 -164.91769 133
"2993" 153.07851 2008 55.87817 -162.383 135
"2994" 5.58172 2008 54.80967 -165.86284 140
"2995" 0 2009 56.222 -162.20433 132
"2996" 3751.28501 2014 57.0888 -169.543 153
"2997" 4249.92706 1993 54.24167 -166.5267 120
"2998" 9190.64295 1993 54.2265 -166.77229 107
"3000" 4337.96335 1993 54.775 -167.78169 108
"3003" 27.48871 1993 54.09667 -168.09171 110
